sub,ses,task,acq,run,fd-per,fd-mean,fd-std,fd-max,fd-min,dvars-per,dvars-mean,dvars-std,dvars-max,dvars-min,std_dvars-per,std_dvars-mean,std_dvars-std,std_dvars-max,std_dvars-min
022,0000,rest,,,1.5748031496062993,0.07547256476166014,0.10149984523256993,0.9781244950000002,0.013807579999999972,99.60629921259843,18.104339114624498,25.907878295203194,407.621277,12.797789999999999,3.543307086614173,1.0227223003952561,1.4635478105117212,23.026711,0.7229529999999998
022,0000,task1,,,0.819672131147541,0.06271691304897122,0.07673096324551823,0.8257354499999999,0.008046446000000011,99.59016393442623,17.020076744855967,27.04801310635614,424.20517,11.758439,4.508196721311475,1.1068761522633745,1.7590285599054793,27.587571999999998,0.7646929999999998
022,0000,task2,,,0.0,0.0547819528271605,0.04045558568565556,0.34344705000000003,0.007552749999999999,99.59016393442623,15.958452053497943,26.513191767081228,421.996338,11.135703,2.8688524590163933,1.0995983950617285,1.8268603407905482,29.077162,0.767293
023,0000,task1,,,0.0,0.08094479348971195,0.031422243259291015,0.35267996100000004,0.02196024999999997,99.59016393442623,16.785199666666667,22.784389568564016,368.291748,12.897487000000005,0.819672131147541,0.9880809506172842,1.3412303887306736,21.679935,0.7592259999999998
023,0000,task2,,,0.0,0.08116098724362135,0.03680753822250513,0.338385886,0.01931159999999997,99.59016393442623,17.42901833333334,22.07363406257169,357.568085,13.393828,0.819672131147541,1.0246693703703698,1.297730937210653,21.021784,0.7874369999999999
023,0000,rest,,,0.0,0.0804216864257707,0.03710138052520503,0.3522859365000001,0.01807401,99.60629921259843,14.47608333992094,21.91776323781438,359.301147,10.681099,0.7874015748031497,0.9375226126482213,1.4194722295591125,23.269619,0.691746
024,0000,task1,,,9.836065573770492,0.2054007334572016,0.2781125141612421,1.88458738,0.02226580000000003,99.59016393442623,22.92516933333333,29.231260810324027,431.19781500000005,11.490324000000001,10.655737704918034,0.9625342469135801,1.2273012333270021,18.104235,0.48243199999999997
024,0000,task2,,,14.344262295081966,0.2595357751469135,0.3002435263839602,1.5981866000000002,0.02626150000000015,99.59016393442623,24.577644234567902,30.343759506504455,433.81988499999994,10.877336,9.836065573770492,0.8974687242798352,1.1080222336460372,15.841217000000002,0.39719299999999996
024,0000,rest,,,21.653543307086615,0.4128289351399212,0.5118054035773951,3.75486505,0.04676665000000008,99.60629921259843,30.83961373122529,26.160441761840122,245.736694,13.251175000000005,14.566929133858268,0.9378177944664037,0.7955263882609757,7.472734,0.402962
025,0000,task1,,,0.0,0.155492594253498,0.055447730542307776,0.4614019700000001,0.04007039999999997,99.59016393442623,21.66579518106996,30.056267232127603,483.296417,15.668331,1.2295081967213115,1.1344757325102879,1.5738221209943264,25.306622,0.8204329999999999
025,0000,task2,,,1.2295081967213115,0.1741732736584362,0.08469698183642331,0.6211707999999999,0.042320599999999986,99.59016393442623,21.633638983539086,29.39093134917619,470.366089,13.044780000000001,2.0491803278688523,0.9925954609053492,1.348515910121859,21.581356,0.598521
025,0000,rest,,,1.1811023622047243,0.21621377104743097,0.08009115817345089,0.5465640500000001,0.06300754999999995,99.60629921259843,25.94113976679842,28.408421456717843,469.055359,19.435829000000002,1.968503937007874,1.0780712964426884,1.1806074331716208,19.493172,0.807721
026,0000,task1,,1,0.0,0.12619183890322574,0.07265948951475457,0.38093467200000003,0.015654641,98.41269841269842,26.61963903225807,56.495722925434094,461.033508,13.850223000000002,4.761904761904762,1.51083314516129,3.2064902821536725,26.166573,0.786088
026,0000,task2,,,14.754098360655737,0.37981063976131696,0.8433486703447498,11.5249953,0.03775314999999989,99.59016393442623,30.884697551440315,38.55728734060952,445.09164400000003,14.464120999999999,7.786885245901639,0.8579892510288062,1.0711369033044515,12.364824,0.401819
026,0000,rest,,,0.7874015748031497,0.16428856943478257,0.10439890509546894,0.96429805,0.014835599999999997,99.60629921259843,21.638419217391345,28.016537315130428,450.083923,11.677693,3.1496062992125986,0.9995484229249018,1.2941742877048659,20.790829000000002,0.53943
026,0000,task1,,2,18.852459016393443,0.3574125603613168,0.4291205825539998,2.53827625,0.03861918,99.59016393442623,29.632115732510293,33.533228022548215,452.33355700000004,12.105202,11.065573770491802,0.8499751769547329,0.9618756747505023,12.974851,0.347229
027,0000,rest,,,0.3937007874015748,0.06126663285770751,0.04040678803852008,0.50630528,0.010693295,99.60629921259843,17.236775090909102,30.985872196650885,502.554504,13.287216,0.7874015748031497,0.8751988181818184,1.5733104352671476,25.51725,0.67466
027,0000,task1,,,2.0491803278688523,0.1401482286419753,0.19566637532473713,2.3635394,0.0244569999999998,99.59016393442623,19.456859592592586,35.26304005640365,545.724548,13.155261999999999,2.8688524590163933,0.8219512757201646,1.4896803016538334,23.054028,0.555741
027,0000,task2,,,4.098360655737705,0.13759626432263375,0.19437578265564412,2.1252974,0.014032399999999995,99.59016393442623,20.560052530864215,33.158137868557354,514.7753299999998,13.343576,5.327868852459017,0.9375078847736626,1.5119619323519906,23.472992,0.6084470000000001
028,0000,task1,,,2.8688524590163933,0.17615631695884765,0.12397569807315957,0.77873765,0.03306545,99.59016393442623,27.634902576131665,28.649792780719807,441.988373,15.366481,13.114754098360656,1.27987255144033,1.3268758396962004,20.470085,0.711677
028,0000,task2,,,8.19672131147541,0.20453606165925925,0.21535914956202548,1.5172757,0.019473862500000005,99.59016393442623,27.71063965843623,27.144141133715603,424.695343,17.345129,16.80327868852459,1.339787386831275,1.312397632716772,20.533682000000002,0.838623
028,0000,rest,,,4.724409448818897,0.17933592004387355,0.15419353586075568,1.096045604,0.014678269999999997,99.60629921259843,26.51493292094864,26.41153081714303,427.654938,15.745121,14.173228346456693,1.2880645612648223,1.2830414158735626,20.774979000000002,0.76488
029,0000,task1,,,4.098360655737705,0.11587934939506168,0.14646189035913587,1.13115855,0.008377999999999976,99.59016393442623,19.419238012345694,29.758853833780897,462.93423499999994,12.323597,7.786885245901639,1.0020484362139925,1.5355810563411667,23.887783,0.635908
029,0000,rest,,,3.937007874015748,0.14273872656521747,0.15117029488735773,1.0352283999999998,0.016911949999999988,99.60629921259843,20.677329071146247,28.185543746318086,445.727478,12.806446000000001,7.480314960629921,0.9928940909090911,1.3534272231015632,21.40316,0.614946
029,0000,task2,,,23.360655737704917,0.41699415543292184,0.6943010915805222,5.367430529999999,0.020674170100000003,99.59016393442623,29.604162102880654,37.41652828531108,444.27990700000004,11.514772,11.475409836065573,0.9005396666666668,1.1381868037564309,13.514710000000001,0.350272
035,0000,task1,,,0.0,0.06197449746090537,0.03153067001758469,0.33877746505,0.013894680000000015,99.59016393442623,18.012854938271612,24.85637738250037,401.751099,14.116498000000005,0.819672131147541,1.0550742880658432,1.4559227331306863,23.531931,0.826851
035,0000,task2,,,0.0,0.07462414717366253,0.045936185951094034,0.29651555,0.0023247499999999857,99.59016393442623,17.723013386831276,24.188709875407557,390.71887200000003,13.531573000000002,0.819672131147541,0.9754981851851858,1.331378613334833,21.505684,0.744796
035,0000,rest,,,0.0,0.07017968831778658,0.03716341456775636,0.3027376,0.014216610000000003,99.60629921259843,17.957607889328067,23.572364100099147,388.997742,14.126888000000001,0.7874015748031497,1.0275904308300396,1.3488843162725646,22.259666,0.808385
